X1,X2,X3,X4,X5,X6,age,salary,Married,Happiness
-0.719844208,0.789075201,0.662678358,-0.200663143,0.020342712,-1.400465865,33,74995.29352,1,1
-0.460638771,-0.629220673,-0.908464338,-1.930908201,1.051859032,0.225904245,27,60614.60658,1,0
1.057122226,-0.706706768,-1.316569793,0.486936557,-0.327450008,0.100666039,27,63125.91551,1,1
0.34361829,-1.29312225,0.673965152,-0.813259321,-0.851752505,-0.587442802,69,38553.51673,1,1
-1.763040155,0.083872502,-1.517949115,-0.389843054,1.802959455,2.193314957,19,51790.70755,1,0
0.324083969,-1.080407329,1.284979715,1.457870568,-1.171745302,2.618728821,44,50817.29907,0,1
-0.38508228,-1.177416505,-0.155926097,-0.133978474,0.155890628,-0.26438336,69,53264.926,1,1
-0.676922,-0.423690717,-1.547531082,0.001734936,-0.708276338,0.872956866,47,73082.61201,1,1
0.611676289,-0.489156175,-0.480420219,0.509667275,-0.936834239,0.923166171,50,79225.56996,0,1
1.030999522,-0.537978529,0.379123633,0.505333944,0.741657083,1.055873139,33,69158.61361,1,0
0.931280119,0.466444597,-0.532701088,-0.919197767,-0.205535912,-0.640085322,27,55148.90241,0,1
-0.839217523,0.079047802,0.020029749,-0.060298516,0.405886465,1.939449217,32,48807.54942,0,1
-0.309212376,-0.288156031,0.740078366,0.036152528,-2.255145721,-0.068597196,43,61357.86119,1,0
0.331263431,0.183012928,-0.202190335,0.272026897,0.503119782,0.421992081,32,64447.83372,1,1
0.975545127,-0.991527041,-0.937057676,0.289221941,-0.720595912,0.00204351,23,56685.26393,0,1
-0.479174238,0.105278624,-0.298983997,2.587441229,-1.878851951,-0.139686172,34,50114.00988,1,1
-0.185658977,0.150602493,1.414840136,-1.175859771,1.884739555,0.27840446,62,69228.83239,1,0
-1.106334974,-1.503046859,1.685064345,0.98009162,0.601013526,-1.185885574,18,70702.86433,1,0
-1.196206624,0.995693754,-2.019926174,1.183375806,0.227277413,-1.971153019,67,40320.99467,1,0
0.812525822,-0.881433705,1.091027909,0.492783974,1.24941885,-0.213380476,40,54243.96213,0,1
1.356240029,0.090309799,0.250147716,-0.650315395,0.247569281,-0.880427637,51,71668.52539,1,1
-0.072010122,1.164411741,0.923982679,1.66466803,-0.79861401,0.547503678,52,74828.7182,1,1
1.003532898,0.925676758,-0.55048826,-2.191982865,-0.17496761,0.433790159,60,60968.50217,0,1
0.361636025,0.034333389,-1.76826351,-0.683266697,-0.678366213,0.01348002,42,65480.01473,1,1
-0.645119755,-0.362499003,0.584488789,1.171682197,-0.500352893,1.481574791,18,63788.07214,0,0
0.361395606,0.947511909,-0.940977261,-0.370111603,-1.257703666,-0.006227679,42,74314.62894,1,1
1.538036566,0.674694978,-1.388292431,1.596464525,-0.970020576,-1.458150843,55,43361.85269,1,1
-0.035826039,-0.61836502,-1.318401382,-1.511804745,0.894585533,-0.223644242,33,64014.08231,0,0
1.564643656,-0.794893647,0.600913782,-1.112101894,0.332075439,1.170967767,64,46667.12176,1,0
-2.619745104,-2.072355182,0.139452466,-0.53163817,-0.503013053,-1.884254673,58,76321.21384,0,0
0.821902504,0.154031842,0.782466022,0.417399278,-1.028031864,-0.094036327,29,44124.79584,0,1
0.087047068,-0.082697745,0.669075254,-0.22202015,-0.405396979,0.575462035,27,66127.33455,1,1
-0.29900735,1.136191375,-0.420933565,-0.490399253,-1.683849803,2.652242335,44,46747.48921,1,1
0.091760777,0.359055093,-0.070473574,1.420396431,0.126630599,1.208257637,56,71286.36178,0,0
-1.987568915,1.334229194,-0.511437529,1.513444975,0.945471482,0.132616383,59,66589.3344,1,0
-0.219671888,-0.697364228,-0.210327773,-0.414379766,2.36697266,0.520759226,24,63594.94836,1,1
0.357112572,1.138150331,-0.967254738,-1.709767807,-1.103258723,-1.89769536,23,89414.03059,1,0
1.477894045,-0.528916379,0.390484294,-2.157483829,0.903802446,-1.049722186,62,49462.07913,1,1
-0.518270218,0.777596062,1.075120749,0.239290115,-0.707211446,0.650955671,28,73891.0612,1,0
-0.808493603,-1.458758393,-0.81661303,0.655955622,-1.12845629,0.161167397,41,77580.18802,0,0
-0.501757044,0.235135299,1.281269645,0.062997786,-1.128898129,0.288741187,57,73895.36264,1,0
0.915402118,-1.984687941,0.113521496,-0.070908107,0.140735726,0.034114654,42,49839.76779,1,1
0.32875111,-0.267137486,0.241078976,-0.804542615,-0.930793624,-0.005090898,54,56481.03287,1,1
-0.529760204,0.440353994,-1.69942952,0.654979794,-0.606845771,0.102930648,20,50910.54427,0,0
0.513267433,-0.520968551,-1.80726231,1.678185379,-0.440401331,-1.056035184,21,55540.49789,0,0
0.097077549,-1.050437629,0.144116363,-2.216877677,-0.73996784,-0.228926972,21,47382.44854,0,0
0.968644991,0.846118469,0.789732125,-0.077501189,-0.812584553,-1.244104631,58,54551.35632,1,1
-0.702053094,-0.10346279,-0.671380444,-0.970348349,-2.429159763,-0.619596457,18,82014.40502,0,1
-0.327662147,-0.489570647,1.670093901,-1.490465994,0.08695329,1.195905009,47,55211.43361,1,0
-0.392108153,0.041895921,0.734935974,-1.129975871,0.06767149,-0.18075231,32,61587.55338,1,1
-1.463514948,2.636669142,-0.908341252,0.379672856,-0.79734485,0.595839475,62,49118.52611,1,0
0.296120277,1.15350285,0.030848667,0.404962198,0.36038427,0.115294554,48,59775.11363,1,1
0.261055272,1.162573668,2.476929134,1.460287761,1.396907532,-0.384891667,54,72400.06218,0,1
0.005113457,0.435546319,-1.242564003,0.008781547,0.023579833,-1.008568707,67,67341.73547,1,1
-0.234587133,0.166485273,0.528269939,-1.75822163,1.330257779,-0.400055652,22,81274.39551,0,0
-1.415370742,-2.396082288,-0.322744553,-0.238169542,2.23813192,0.183178446,60,41852.88248,1,0
-0.420645323,-0.678980346,0.706896291,-1.386379072,2.530524689,0.580153444,38,48654.48274,1,0
-0.342714517,-0.480574413,1.267273646,-1.206795886,-1.188236087,0.122336865,52,53806.48825,1,1
-0.802277269,-1.874892064,-0.386237089,0.580559058,-1.183063006,0.649480318,21,82873.76758,0,1
-0.161285712,-1.15741579,1.118912272,0.194180906,-0.444429997,-1.520170103,24,64481.77967,0,0
0.404050857,-1.980836471,2.221203394,0.587565595,0.128715201,0.866662558,46,38744.08794,1,1
1.886185901,-0.038323836,0.066274737,-0.357492847,1.586652,-1.128256341,53,76383.55026,0,1
0.174577813,0.818765971,0.784888687,0.790529563,0.627241221,0.983504617,52,61643.88988,1,1
0.257550391,1.106774519,-0.59044077,-0.413402898,-1.20328713,0.502405843,49,73354.80242,0,0
-0.074445916,0.414784462,0.019259309,1.116682833,-0.611657408,-1.870189562,59,83753.26535,1,0
-1.918771215,-0.963396341,-0.176675093,0.344638939,-0.042000208,0.736962824,69,45336.01409,1,1
-0.026513875,-1.932065159,0.796935926,-0.20699687,-1.489159978,0.99509734,28,83748.50094,1,1
0.06023021,-1.756868699,1.204675936,0.212093044,0.013668458,1.25787846,67,58886.98543,1,1
2.463242112,-1.268982577,-0.109654849,-0.017860701,-1.188435591,-0.768598284,50,53791.20175,1,1
-0.192360965,-0.888859698,1.533622846,1.596106515,-1.650721134,0.179410842,70,62319.94913,1,0
0.301547342,-0.159748498,1.530047442,0.245437623,-0.946985279,0.694449383,58,42112.48981,0,0
-0.03471177,-1.014164218,0.846853743,-0.001612672,0.411021055,0.736326867,34,59701.07496,0,0
-1.168678038,0.338975894,-0.516026532,-0.238490857,0.404115711,0.409520762,29,56359.62143,1,1
1.142822815,-0.232273503,-0.611828817,0.843184219,0.096653917,-0.426636243,18,45927.73158,1,1
0.751933033,0.010545712,-0.812381355,0.707913339,0.991613661,0.987943754,40,50304.12595,1,1
0.791031947,1.140250553,0.94916607,-0.27384163,0.885583234,0.993819967,24,77071.80451,1,0
-0.909387455,-1.180231734,-1.211768207,-1.155641515,0.204381342,-0.154278306,31,57334.83278,1,0
1.402794311,0.418704578,0.676837654,-0.901968138,0.06638185,-0.783554804,58,45289.03998,0,1
-1.401851063,-0.013973228,-1.081109348,-0.18416254,0.129546705,-0.727903339,61,66722.3904,1,1
0.586857094,-0.333486281,0.82354612,1.348927506,-0.14764518,1.364817715,70,71499.81395,0,1
2.190455626,0.885256321,0.017219583,-0.250176629,-2.174342727,0.950678385,57,59969.97803,0,1
-0.990536325,0.879014155,1.333638562,-0.59412361,1.135484845,-0.020039783,24,41488.09973,0,0
-0.56629773,-0.946490796,1.141454578,-1.760719313,0.397522832,-0.199173208,31,30000,0,0
0.099651365,-0.182160584,1.435065412,1.513541436,-1.216327446,-1.768186761,51,46487.33567,1,1
-0.503475654,0.281211683,1.460818718,0.569028146,1.427816619,-0.084401104,19,75813.8759,0,1
-1.550663431,-0.273006748,0.143630834,0.79600997,-0.589979868,-1.191115155,37,74442.65094,0,1
0.068562975,0.585021332,-1.158793066,0.961688052,-0.107769003,0.158999476,34,48059.29432,0,0
-1.062303714,0.281192018,-1.052523055,-0.164730229,1.023575596,1.185247247,27,56461.22654,1,0
0.473592431,1.83256124,-2.086848529,0.084590634,0.220139358,-0.980451553,70,70467.04175,0,1
-0.919424234,-1.530279136,-1.083665833,1.488601942,1.335375842,0.23858676,22,57923.20564,0,1
1.549934405,-0.12243599,0.068823658,0.179580889,-0.352101499,0.997779762,50,74044.80093,0,1
-0.783253292,-0.908502512,-0.559654181,0.58752529,1.691173211,0.220295395,54,58541.62114,0,0
-0.322061516,0.604107455,-0.180135604,0.870550717,-0.7778029,-0.523982962,53,67223.96482,0,0
0.813517217,-1.61717189,0.492715419,0.642931332,1.317622329,0.010386405,61,55158.34345,1,1
-1.230864316,0.34631271,-0.304065258,-0.12816917,-2.265109219,0.957248712,63,48241.11308,1,0
0.227459935,-0.630048431,-1.1218288,-0.033883843,-1.100192051,0.26257786,28,77485.46266,0,0
1.307142754,-0.734161866,-0.053233668,0.777640438,0.297966138,-0.003370583,38,37470.471,1,1
-1.607483235,-1.446498204,-0.898490487,0.77600286,-0.400445426,1.156143126,21,51004.55681,0,0
0.184633859,-0.465075946,-0.270786497,1.168232599,-0.07474862,0.51491787,42,58584.85375,1,1
0.259882794,1.08450053,1.342776964,0.551096983,0.04165092,-1.202902429,58,72879.894,0,0
0.781822872,-0.025188684,-0.270505304,0.596605614,-1.190902608,0.631412662,52,46816.73138,0,0
-1.236950711,0.627680418,1.770957553,-0.446233367,-1.115929615,0.949558755,52,61902.66098,1,1
-1.320456613,1.664641822,1.431635987,-0.581149511,0.232122049,-1.237316387,52,39202.20765,1,0
0.521941566,0.263755585,-0.579305309,0.780630674,-0.666332952,-2.268739496,56,66605.74083,1,1
0.296984673,-0.558799572,-1.111123766,-0.574185068,1.341033859,-1.041932669,50,87355.70639,0,0
0.25049285,0.467252215,-0.052554162,-0.020701003,-0.191947155,-0.102499688,30,30606.47262,1,0
0.346448209,-0.544296146,1.153327763,1.379023241,0.718751243,1.009788345,21,49089.20808,0,1
-0.680024722,-0.504422683,-0.490190906,1.220570292,0.442851669,-0.890952034,61,72554.03491,0,1
0.232253697,-1.5198928,0.908090298,0.301788831,-0.601161057,0.555120267,57,104154.7154,1,1
0.293072473,0.926257491,1.208439989,-0.29613958,-1.980328787,-2.892381135,68,68820.96901,0,1
-0.714351418,-0.386002576,-0.77402565,-0.12337891,1.184941368,0.18030672,55,49058.42915,0,1
1.865774511,0.182098246,-0.676051088,0.867660141,-0.978909077,-0.406740454,59,57771.33633,1,0
0.473832921,-1.035961929,0.712662032,-0.036499277,-0.403758055,2.098598782,62,41597.19914,0,1
-1.191303497,0.43594763,0.15184755,-0.558282393,-0.150842442,-1.892086287,47,72076.97791,1,1
0.656553609,-0.761941238,-0.686061527,1.215774756,-0.051011568,-0.014501483,44,75691.57526,1,0
-0.97468167,-0.141708722,-0.352180448,0.181600139,0.961958663,-1.898221352,52,81094.19565,1,1
0.787084604,0.877826031,-0.070519553,-0.577255821,0.005824058,-0.549707733,45,55048.86408,0,1
1.158595579,0.790759312,-1.564854425,0.478940189,-0.12735409,-1.701154966,58,47887.12259,1,0
-0.820682318,-0.022030073,0.765643106,0.971218413,1.018455957,2.30078874,59,82424.49016,0,1
0.963376129,-1.768131033,-0.478692189,-1.007673065,0.600652372,-0.355547868,62,80712.33891,1,1
0.412780927,2.99281057,-2.783716224,-0.200453913,-0.735570446,-0.211029493,65,45181.88599,0,0
0.82206016,1.74585897,-0.023870968,-0.246683368,-1.147155377,-0.042733725,25,54366.52652,0,0
1.896792983,0.722674825,-0.741571259,0.452287166,-0.823699775,-1.132276793,43,71842.83268,1,1
-0.245388116,-0.753203782,1.688822192,0.632008323,-0.04921975,1.055238734,60,56216.45808,1,1
-0.753736164,-0.113592162,-0.585445021,-0.551473911,-1.246053775,0.640194145,51,60474.66623,1,1
-0.88951443,-0.54342043,-1.097643364,-1.492751176,0.090753047,0.917938363,68,37963.44006,0,0
-0.815810285,1.263855939,0.50793267,1.031798755,-0.12919831,-1.217961882,46,43165.1697,0,1
-0.077101709,0.262502891,-0.660447368,-1.119945271,-2.542519032,1.135315215,19,58628.46117,0,0
0.341151975,-0.784163858,-0.779456201,0.271184205,-1.406175186,1.019841279,23,49518.35549,0,0
0.276690799,-0.470755099,0.509501383,-0.131980899,-2.885750244,-0.232393035,65,42779.7574,1,0
0.827183249,1.121188143,-1.040467308,0.162443905,-0.343903061,0.895021076,33,55287.83983,1,0
0.013001892,1.600097847,-1.457273658,1.651233972,1.074013645,0.272671623,24,46836.87016,1,0
1.453534077,1.528331563,1.725998002,3.038281614,-1.890657955,-1.593999532,28,60421.02415,1,1
-0.264656833,0.757032065,0.579498738,-1.633437411,-1.32228682,-0.182805902,33,74887.41983,1,0
2.720169167,-0.252624869,-0.264209285,0.983906155,-0.163737867,-0.481510038,23,55481.01306,1,1
0.625667348,-3.241513825,-0.00347721,-0.156247773,-1.063753029,0.085419288,54,53608.75307,1,1
-0.857157556,0.297160024,0.505864358,1.047854514,-1.068672767,1.021126288,26,76105.47361,1,1
-1.070892498,-0.001828759,0.97333745,0.957263076,0.541594106,-1.641341336,20,71002.85047,1,0
0.482472415,0.139982096,-0.755975291,1.409744807,-0.494895445,-0.443577908,70,71970.10957,1,1
-0.223462785,0.053897347,0.366146526,0.284964915,-1.486724887,-0.821837433,46,30000,1,0
0.714000494,-1.326262162,-0.506704176,-0.889576485,-2.08771589,-0.778891305,70,53275.42131,1,1
0.473237625,0.557408557,-0.188981245,0.927649489,2.20840777,-0.823109049,25,51423.90116,1,0
-0.072828913,0.632216314,0.160692867,0.117997576,1.128309055,0.068170355,57,47616.24179,0,0
-0.846793718,0.682338782,-0.006678573,-0.233843215,-0.451633346,0.523175453,34,75803.85876,1,0
-1.514847225,0.946577004,0.735566898,-0.476223881,0.087858012,0.348324959,55,51848.13202,0,0
-0.446514952,0.604051645,0.487086559,1.006335569,-0.488531062,0.185668208,61,39144.14388,1,0
0.856398794,-0.410029412,-1.508169209,1.603369492,0.510456731,0.621744488,23,63692.52144,1,1
0.214093744,-0.070836848,-1.357823207,-1.195352559,-0.854214368,2.380326134,64,59885.7897,1,0
-1.245738779,0.091124867,-0.369716685,0.621952242,-0.543173216,0.135891414,28,46163.58999,1,1
0.173180926,0.107699449,1.828625262,-0.372387185,0.45540084,1.021138403,27,75268.15039,1,0
0.38531738,0.998217656,-0.851591833,-1.467272398,1.453859104,0.964183435,19,67963.24045,1,1
-0.883857436,0.643668753,-0.20822271,0.147705821,0.741415095,1.777794163,70,67914.87071,1,1
0.153725106,2.07734344,-0.536346027,-0.83313778,1.233913878,0.560518865,46,67259.49607,1,1
0.058208718,2.20646898,-0.554044384,-1.577753228,-0.312417338,-0.844316181,23,76343.9185,0,0
-1.142970298,0.079649583,0.178239744,-0.781740472,-0.623010407,0.304881921,68,57668.91519,0,1
0.35778736,-3.836655548,1.400777276,-1.027773918,-1.938381139,0.251138743,66,41376.65477,0,0
0.560784526,1.236832466,0.4559684,-0.646686853,0.072198357,0.815182609,26,56891.69677,1,1
1.083051243,-0.540376339,-0.803530961,-1.325884077,0.379047031,-0.873396669,19,35165.64618,1,0
1.053802052,-0.801483922,2.753229511,-0.395140109,-0.300005396,1.266321074,21,44069.14429,1,0
-1.377669368,-0.398445275,0.078573221,-0.713249128,-0.776701326,0.005237149,58,84286.13671,1,0
-0.93782504,-0.446643047,-0.577220956,0.375613877,1.24340344,0.839379254,57,43491.23486,0,0
0.515035267,0.61226981,1.412096375,0.593538986,0.631804277,0.309673158,47,42390.75838,1,0
0.513785951,-1.559435779,-0.469070618,0.260148577,1.312825451,0.122590778,21,70044.33341,0,0
0.515047686,-1.077720746,1.662913655,-0.235444458,-0.953579095,0.23385641,18,72948.17592,1,0
3.852731491,0.343158554,-0.870642791,-0.262427596,-0.708234127,0.671992011,60,35005.33846,1,1
0.570890511,0.62294403,1.430030389,-0.837074987,1.203177243,1.958654794,28,63731.75784,1,0
1.13556564,0.641541645,0.201047664,-0.812994659,-0.04734708,-2.017377385,24,51774.10496,0,0
0.954001763,-0.787036279,1.291052233,0.703603868,-0.569104112,0.540002949,35,64958.65695,0,1
0.651391251,-0.978265649,1.901765709,-1.759702599,-0.499515024,0.043967796,25,55459.90209,1,0
-0.315269245,-0.506634834,-1.132607291,-0.080724938,-0.011080526,-0.177106567,47,39515.95953,0,1
0.75896922,0.239872752,1.275771821,-0.323529062,1.002951816,-2.363278223,32,52779.63909,0,1
-0.772825215,1.485477369,-1.408903904,0.599132101,-0.160512852,0.580207681,27,69386.81462,1,0
-0.236818607,-2.047437186,-1.047184355,-1.425011983,0.79053283,-0.124970637,63,89155.57237,1,1
-0.485363548,-0.220728757,-0.80340946,0.012480705,0.467377777,-0.834428468,19,65847.74225,0,0
0.081874139,-1.332678441,0.503636636,0.342984341,-0.87833904,0.042479973,59,54136.11142,1,0
2.314658567,-1.652242677,0.033015877,-1.904731219,-0.879129368,-0.292790231,68,42305.28727,1,0
-1.867265193,0.966956645,-0.167136084,-1.074327973,-0.450266592,-1.742393167,32,57623.22301,1,0
0.68626019,0.544624574,0.146235279,-0.091789847,-1.336837655,0.088184719,39,54323.35111,0,0
-1.612715871,0.449433516,0.591289589,0.514146908,-0.514138856,0.58007353,69,64586.68608,1,0
-0.471931866,0.92102584,0.668248124,0.182499311,1.513433417,-0.549233415,51,59105.62373,1,0
1.088950597,-0.479718897,1.094166836,0.560454253,-0.031390336,0.261712833,66,67193.69563,0,1
0.064280019,-0.432637516,1.820034813,-1.079372513,-0.766452666,0.108111975,20,54604.41949,1,1
-1.077744778,2.185730617,-0.021362372,-1.58875035,1.915744652,1.045492223,21,85636.75646,0,0
-0.715303709,-0.246571054,-0.521088962,0.084505806,-0.93061732,-0.103692394,42,68757.32824,1,1
0.679597749,0.735132113,0.613536129,-1.229353238,-0.961882967,0.801091839,22,49399.58338,0,0
-0.730366632,0.006381541,-1.144254816,-0.865322326,1.229485682,-0.313352756,29,75016.66026,1,0
0.21645859,-1.84825853,-0.678704132,0.932278355,0.66131806,1.967321961,70,42659.84199,1,0
0.04557184,-2.044629004,0.999380946,0.189099557,-0.130058853,-0.436841599,41,47179.79215,0,1
-0.651600348,-0.57898422,-0.124128375,-0.568144905,0.8319089,-0.684999124,36,47985.20032,0,1
2.143944089,1.056101252,-1.208192458,-0.698031505,0.300600001,-0.100492119,49,79925.68991,1,1
0.633919022,0.788291657,-1.489803065,0.620921557,-1.186192416,-0.728018906,29,57318.72272,0,0
-2.025142587,0.914077164,0.048716679,0.211970936,-2.397584707,-1.248656434,54,50569.70841,0,0
0.186454315,-0.987046179,1.141896537,-1.214556642,-0.567345152,0.727602354,64,62461.55792,0,1
-0.661786465,1.61587249,1.128545778,-1.947823733,1.084924836,-3.062648714,44,68131.02145,0,0
0.852433335,-0.9648933,0.110880503,1.881801833,-0.428470088,-0.717533356,35,83837.72088,0,1
-0.792520738,0.212824399,2.008909419,-1.222479225,0.460097198,-1.341763915,42,37545.1234,0,0
-0.114736441,-0.01035229,-0.104820366,0.527696503,0.184485448,0.1421694,68,78949.69179,1,0
0.504987279,-0.17387382,-0.138567623,1.510692932,-1.693500295,-2.18911567,40,30000,1,1
0.865755194,1.338592138,-2.56743591,0.147597569,-0.406395694,0.547850845,20,73594.2934,0,0
-1.200296407,-0.70511052,-0.447362949,-0.600436676,0.35887933,0.656089927,19,77449.22898,1,0
-0.334501236,-1.349605256,0.852015035,-1.426049042,-0.787146256,-1.632618045,28,78226.04468,0,1
-0.474945311,0.019995486,1.563961337,-1.440010536,-0.362538157,0.190602703,63,68532.57026,0,1
-0.653329233,-0.399826734,-0.830234634,0.376694849,0.391747092,0.516059284,70,44023.45758,0,1
1.76545424,3.377382919,0.462252329,1.450976323,0.072629999,0.940300374,54,71206.19216,0,0
0.404981711,0.676507476,1.046879032,-0.395459097,1.046909741,-1.468929337,47,43987.40857,1,1
-1.260883954,-0.409340575,0.011208153,-0.555720462,0.383670913,-1.609594643,30,45919.53332,1,0
0.917861947,-1.056111569,-2.283280458,0.697481091,-0.955849998,1.502649222,57,53156.02096,1,1
2.122156197,-1.880288411,0.24729,-0.685947254,-0.477546714,-0.821889705,23,54507.73443,0,1
1.032465261,-1.025219086,0.761430624,0.274482908,0.020296284,-0.527404175,29,63610.54838,1,1
-1.519369966,0.114941772,-0.947422895,0.04180145,1.338415077,0.633094524,56,49568.99236,1,1
-0.484234073,1.427328652,-0.254154531,-0.409468059,-0.47352563,-1.169201023,60,64945.43318,0,0
1.266911149,1.121689142,-1.155496042,-0.015538159,-1.732568802,-0.265849413,25,39415.21911,0,0
-0.707669466,0.229094832,-2.570147549,1.763152115,0.440566903,0.891744293,26,60582.20284,1,0
0.443819428,-0.323167666,1.027004412,0.604532944,-0.755598248,-1.421102217,21,55913.14113,1,1
0.774634053,0.268812356,-0.003748534,1.092500804,-1.28530132,-0.500004329,54,75207.43688,0,0
-0.926930472,-0.518637997,1.597674997,-0.918694361,0.018803013,-1.12672362,53,76717.07499,1,1
-0.059525356,1.718363996,0.857322192,1.095936148,0.972867642,-0.773935419,49,57450.61733,1,1
-3.24126734,-0.189190181,-0.354209762,0.639020475,-0.57388054,1.18564858,29,30607.69817,0,1
-1.024387641,-0.086337858,-0.08318066,-1.499596097,0.496573887,1.405063634,35,37885.92029,0,1
-0.252568151,-2.215822425,0.566177391,0.539790733,0.681913663,0.257834129,48,76856.16271,1,1
-1.247783182,-0.195434847,0.966883417,-0.513274137,0.791796494,0.532209685,64,57849.6496,1,0
1.632411304,0.836484138,0.322670631,-1.545803676,-0.73227231,0.504854901,57,86237.31994,0,1
-1.430141378,-1.067722577,1.105593145,0.129775732,-1.121082058,-0.672335976,60,73450.39426,0,0
-0.440044487,-0.750720334,-0.296668737,0.539042591,-0.984753105,0.238150504,63,63827.56841,1,0
0.130740577,0.792711018,-0.997143547,0.151608069,0.790974672,-1.29530839,56,61928.24643,1,0
1.441273289,-1.476657224,-0.064809254,-0.109138585,0.667393155,-0.95856949,46,42766.64301,0,0
-1.435862151,1.057801008,0.205184891,-0.330585338,-0.957150601,-0.086801546,65,50530.2907,0,0
1.163163752,-0.53214389,-1.201535395,2.466588009,2.132644026,-1.060970994,57,66244.15184,0,0
